Attempted URLs to Fetch,Status Code
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72112,200
http://gould.usc.edu/how/jd/onlineapplicationstatus.cfm,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72107,200
http://gould.usc.edu/how/jd/studentAmbassadors.cfm,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72104,200
http://gould.usc.edu/academics/media-entertainment-and-technology-law-program/technology-requirements/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72113,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=23737,200
http://gould.usc.edu/about/history/alumni/,200
http://gould.usc.edu/admissions/online-programs/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72110,200
http://gould.usc.edu/faculty/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72105,200
http://gould.usc.edu/students/peer-mentors/,200
http://gould.usc.edu/press/publications/,200
http://gould.usc.edu/careers/employers/post/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=68450,200
http://gould.usc.edu/about/contact/map/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=393,200
http://gould.usc.edu/portal/calendar/photos/image2.jpeg,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=361,200
http://gould.usc.edu/how/jd/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72610,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71010,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72611,200
http://gould.usc.edu/academics/media-entertainment-and-technology-law-program/research/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72102,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72658,200
http://gould.usc.edu/about/visit/map/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72103,200
http://gould.usc.edu/press/article.cfm?newsid=4211,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72612,200
http://gould.usc.edu/news/article.cfm?newsID=3919,301
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=23748,200
http://gould.usc.edu/news/article.cfm?newsID=3846,301
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72613,200
http://gould.usc.edu/press/article.cfm?newsid=4210,200
http://gould.usc.edu/academics/media-entertainment-and-technology-law-program/requirements/,200
http://gould.usc.edu/about/contact/staff/contactinfo.cfm?detailid=138,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71526,200
http://gould.usc.edu/students/public-service/fellowships/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=68901,200
http://gould.usc.edu/news/article.cfm?newsID=3838,301
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71011,200
http://gould.usc.edu/news/article.cfm?newsID=3972,301
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72603,200
http://gould.usc.edu/students/public-service/financing-a-public-service-career/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72663,200
http://gould.usc.edu/about/contact/staff/contactinfo.cfm?detailid=133,200
http://gould.usc.edu/press/publications/enews/,200
http://gould.usc.edu/about/contact/faculty/contactinfo.cfm?detailid=213,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71535,200
http://gould.usc.edu/students/public-service/programs/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72067,200
http://gould.usc.edu/faculty/contactinfo.cfm?detailid=69529,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72616,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71012,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72617,200
http://gould.usc.edu/faculty/contactinfo.cfm?detailid=69326,200
http://gould.usc.edu/students/public-service/office-of-public-service/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71534,200
http://gould.usc.edu/about/contact/staff/contactinfo.cfm?detailid=277,200
http://gould.usc.edu/how/gip/llm/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72153,200
http://gould.usc.edu/faculty/contactinfo.cfm?detailid=300,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72614,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71017,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72615,200
http://gould.usc.edu/faculty/contactinfo.cfm?detailid=227,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71536,200
http://gould.usc.edu/how/jd/earlydecision/faq.cfm,200
http://gould.usc.edu/about/contact/staff/contactinfo.cfm?detailid=279,200
http://gould.usc.edu/students/public-service/news-and-events/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=851,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72618,200
http://gould.usc.edu/faculty/contactinfo.cfm?detailid=68435,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71018,200
http://gould.usc.edu/how/gip/sle/,200
http://gould.usc.edu/about/contact/faculty/contactinfo.cfm?detailid=143,200
http://gould.usc.edu/students/public-service/grants-and-awards/,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72689,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71488,200
http://gould.usc.edu/faculty/contactinfo.cfm?detailid=232,200
http://gould.usc.edu/about/community/?id=625,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71015,200
http://gould.usc.edu/academics/curriculum/dual-degree-programs/,200
http://gould.usc.edu/about/contact/faculty/contactinfo.cfm?detailid=72117,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71016,200
http://gould.usc.edu/about/community/?id=635,200
http://gould.usc.edu/faculty/contactinfo.cfm?detailid=68021,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71484,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72685,200
http://gould.usc.edu/how/gip/vip/documents/vip-application.pdf,200
http://gould.usc.edu/about/community/?id=630,200
http://gould.usc.edu/faculty/lecturers/contactInfo.cfm?detailid=346,200
http://gould.usc.edu/about/contact/faculty/contactinfo.cfm?detailid=69317,200
http://gould.usc.edu/faculty/contactInfo.cfm?detailID=227,200
http://gould.usc.edu/press/article.cfm?newsid=4267,200
http://gould.usc.edu/faculty/lecturers/contactInfo.cfm?detailid=71001,200
http://gould.usc.edu/about/community/?id=505,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=844,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71483,200
http://gould.usc.edu/about/community/?id=700,200
http://gould.usc.edu/press/article.cfm?newsid=4260,200
http://gould.usc.edu/faculty/lecturers/contactInfo.cfm?detailid=71002,200
http://gould.usc.edu/faculty/contactInfo.cfm?detailID=72117,200
http://gould.usc.edu/about/contact/staff/contactinfo.cfm?detailid=72077,200
http://gould.usc.edu/faculty/lecturers/contactInfo.cfm?detailID=72170,200
http://gould.usc.edu/press/article.cfm?newsid=4264,200
http://gould.usc.edu/about/community/?id=701,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72631,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72170,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72630,200
http://gould.usc.edu/about/community/?id=703,200
http://gould.usc.edu/press/article.cfm?newsid=4263,200
http://gould.usc.edu/faculty/lecturers/contactInfo.cfm?detailID=361,200
http://gould.usc.edu/about/contact/faculty/contactinfo.cfm?detailid=71563,200
http://gould.usc.edu/who/faculty/directory/contactInfo.cfm?detailID=147,301
http://gould.usc.edu/why/academics/cle/ip/,200
http://gould.usc.edu/academics/faculty/contactInfo.cfm?detailID=69345,200
http://gould.usc.edu/press/article.cfm?newsid=4273,200
http://gould.usc.edu/about/community/?id=515,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72633,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=848,200
http://gould.usc.edu/academics/faculty/contactInfo.cfm?detailID=129,200
http://gould.usc.edu/why/academics/cle/entertainment/,200
http://gould.usc.edu/about/community/?id=610,200
http://gould.usc.edu/press/article.cfm?newsid=4220,200
http://gould.usc.edu/who/faculty/directory/contactInfo.cfm?detailID=69366,301
http://gould.usc.edu/about/community/?id=495,200
http://gould.usc.edu/academics/clinical-programs/small-business-clinic/,200
http://gould.usc.edu/academics/faculty/contactInfo.cfm?detailID=69353,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=840,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72632,200
http://gould.usc.edu/about/community/?id=657,200
http://gould.usc.edu/press/article.cfm?newsid=4225,200
http://gould.usc.edu/who/faculty/directory/contactInfo.cfm?detailID=68897,301
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72635,200
http://gould.usc.edu/about/community/?id=659,200
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72698,200
http://gould.usc.edu/academics/business-law-program/business-law-certificate-requirements/,200
